key,date,number,league,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
0d5ddcb2-2509-5457-a366-3267e2ac6b41,1912-04-17,0,Texas,,Houston,3,,Beaumont,5,,,1:50,,,,transcript/1912/1912-DMN/boxes/DMN-19120418.txt,,2,1,0,0,0,0,0,0,0,,,,,,3,2,0,0,0,0,0,0,x,,,,,
0b306917-5b0d-5fec-82f4-8dce52ce495d,1912-04-17,0,Texas,,San Antonio,1,,Galveston,2,,,1:30,,,,transcript/1912/1912-DMN/boxes/DMN-19120418.txt,,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,1,1,,,,,
ad943774-9145-565a-92eb-e9eb9ecf07bb,1912-04-17,0,Texas,,Fort Worth,6,,Waco,4,,,2:00,,,,transcript/1912/1912-DMN/boxes/DMN-19120418.txt,,2,0,0,0,0,0,3,1,0,,,,,,0,1,0,0,0,1,1,0,1,,,,,
d0c0ab22-3f43-56a7-bc6a-9699f5b0446d,1912-04-18,0,Texas,,Dallas,3,,Austin,1,,,1:50,,,,transcript/1912/1912-DMN/boxes/DMN-19120419.txt,,0,0,0,0,2,0,0,1,0,,,,,,0,0,0,0,0,0,1,0,0,,,,,
f3c70e87-8cc6-5ae9-ab26-34e2f4ef5976,1912-04-18,0,Texas,,Houston,1,,Beaumont,3,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120419.txt,,0,0,0,0,1,0,0,0,0,,,,,,0,0,0,0,0,2,0,1,x,,,,,
2efe9013-ba9f-5bcf-b874-ae5cf6acc640,1912-04-18,1,Texas,,San Antonio,1,,Galveston,3,,,1:34,,,,transcript/1912/1912-DMN/boxes/DMN-19120419.txt,,0,0,0,1,0,0,0,0,0,,,,,,1,0,0,0,0,1,0,1,x,,,,,
5013b5e0-9489-5fd5-bc46-5be84fdea1d8,1912-04-18,2,Texas,,San Antonio,8,,Galveston,1,,,1:42,,,,transcript/1912/1912-DMN/boxes/DMN-19120419.txt,,0,3,0,2,0,1,0,0,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,
e3368277-9e90-51f9-87d5-e9318562b8e0,1912-04-18,0,Texas,,Fort Worth,1,,Waco,2,,,1:25,,,,transcript/1912/1912-DMN/boxes/DMN-19120419.txt,,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,0,1,,,,,
76d39465-2103-5ef0-b25b-aa68ab894f11,1912-04-19,0,Texas,,Dallas,2,,Austin,9,,,1:30,,,,transcript/1912/1912-DMN/boxes/DMN-19120420.txt,,0,1,0,0,0,0,1,0,0,,,,,,3,2,1,0,0,0,2,1,x,,,,,
98a75c34-d483-578a-94ef-896db0025692,1912-04-19,0,Texas,,Houston,4,,Beaumont,1,,,2:05,,,,transcript/1912/1912-DMN/boxes/DMN-19120420.txt,,0,1,0,0,1,0,1,0,1,,,,,,0,0,1,0,0,0,0,0,0,,,,,
29a938f4-99d8-555c-a754-bd1c5d61fa7d,1912-04-19,0,Texas,,San Antonio,4,,Galveston,6,,,1:46,,,,transcript/1912/1912-DMN/boxes/DMN-19120420.txt,,1,2,0,0,0,0,0,1,0,,,,,,2,0,0,0,0,0,0,4,x,,,,,
602a8397-ceea-53c2-9678-e33b9a2ef7c2,1912-04-19,0,Texas,,Fort Worth,,,Waco,,,,,,postponed,rain,transcript/1912/1912-DMN/boxes/DMN-19120420.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e20dd5d-114b-54fd-a07d-d9810e2a6928,1912-04-20,0,Texas,,Waco,3,,Dallas,3,,,2:25,,,,transcript/1912/1912-DMN/boxes/DMN-19120421.txt,,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
1ca51e35-dcbb-5c79-a928-3b0cf72b2278,1912-04-20,0,Texas,,Austin,0,,Fort Worth,1,,,1:20,,,,transcript/1912/1912-DMN/boxes/DMN-19120421.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,0,0,0,x,,,,,
4887f21e-eb7a-5320-bf64-927043cc3bed,1912-04-20,0,Texas,,Galveston,2,,Houston,6,,,2:05,,,,transcript/1912/1912-DMN/boxes/DMN-19120421.txt,,0,0,0,1,0,0,0,1,0,,,,,,1,5,0,0,0,0,0,0,x,,,,,
c0616515-a2a6-598e-8be0-248238a493a7,1912-04-20,0,Texas,,Beaumont,0,,San Antonio,1,,,1:25,,,,transcript/1912/1912-DMN/boxes/DMN-19120421.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,0,0,0,x,,,,,
b4950ca5-16c8-5831-b53d-6031936b184c,1912-04-21,0,Texas,,Waco,7,,Dallas,3,,,2:00,,,,transcript/1912/1912-DMN/boxes/DMN-19120422.txt,,0,2,2,3,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,1,0,,,,,
be1b38a5-ae7d-5f8f-b574-41f24dffd6a7,1912-04-21,0,Texas,,Austin,7,,Fort Worth,5,,,2:20,,,,transcript/1912/1912-DMN/boxes/DMN-19120422.txt,,0,1,0,3,0,0,0,1,0,2,,,,,1,0,0,2,2,0,0,0,0,0,,,,
62499999-6c72-5854-8c01-7e316a841fa9,1912-04-21,0,Texas,,Galveston,1,,Houston,4,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120422.txt,,0,0,0,0,0,0,0,0,1,,,,,,0,0,1,3,0,0,0,0,x,,,,,
8cb16421-9b2a-5387-bf3f-12bfb3fc5f31,1912-04-21,0,Texas,,Beaumont,1,,San Antonio,5,,,1:35,,,,transcript/1912/1912-DMN/boxes/DMN-19120422.txt,,1,0,0,0,0,0,0,0,0,,,,,,0,2,0,1,0,0,2,0,x,,,,,
0d265b0c-3315-5b12-a38a-2fa6ba78b99d,1912-04-22,1,Texas,,Waco,0,,Dallas,4,,,1:40,,,,transcript/1912/1912-DMN/boxes/DMN-19120423.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,2,0,0,0,0,2,x,,,,,
3ef5f11a-1ec4-50d1-9d4c-15d52b2ff74b,1912-04-22,2,Texas,,Waco,6,,Dallas,11,,,2:05,,,,transcript/1912/1912-DMN/boxes/DMN-19120423.txt,,0,0,2,0,2,2,0,0,0,,,,,,2,1,0,2,2,0,4,0,x,,,,,
189a9d56-eaf6-5278-94d0-085d706f4f07,1912-04-22,0,Texas,,Austin,10,,Fort Worth,3,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120423.txt,,1,0,0,0,0,2,1,6,0,,,,,,0,0,0,0,0,1,0,2,0,,,,,
c2a2294f-1833-5843-ac91-76efb8e36463,1912-04-22,0,Texas,,Galveston,1,,Houston,2,,,1:55,,,,transcript/1912/1912-DMN/boxes/DMN-19120423.txt,,0,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,2,,,,,
816010e8-49d8-5cf9-9a7e-beee6383667d,1912-04-22,0,Texas,,Beaumont,4,,San Antonio,10,,,1:30,,,,transcript/1912/1912-DMN/boxes/DMN-19120423.txt,,1,0,0,0,1,0,2,0,0,,,,,,0,0,2,2,0,1,2,3,x,,,,,
130156b0-00f6-5d70-a73e-a20c6a5f238d,1912-04-23,0,South Central,,Texarkana,1,,Longview,4,,,1:40,,,,transcript/1912/1912-DMN/boxes/DMN-19120424.txt,,0,0,0,0,0,0,1,0,0,,,,,,0,2,0,0,0,1,1,0,x,,,,,
3c742f2b-8bc6-52fd-b10b-57dedb8b0e91,1912-04-23,0,South Central,,Paris,4,,Marshall,5,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120424.txt,,0,1,0,0,0,0,3,0,0,,,,,,0,1,1,3,0,0,0,0,x,,,,,
f0671b27-673a-5042-8e41-110166ed717c,1912-04-23,0,South Central,,Cleburne,4,,Tyler,2,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120424.txt,,0,0,0,0,0,1,3,0,0,,,,,,0,0,0,0,0,0,1,1,0,,,,,
b8142ba8-1a5e-58ee-9ff4-6caedc051f75,1912-04-24,0,South Central,,Texarkana,4,,Longview,3,,,1:55,,,,transcript/1912/1912-DMN/boxes/DMN-19120425.txt,,0,0,0,0,0,1,0,2,0,1,,,,,0,2,1,0,0,0,0,0,0,0,,,,
127fb44c-3502-5078-a456-26af7f6cbe8a,1912-04-24,0,South Central,,Paris,12,,Marshall,3,,,2:55,,,,transcript/1912/1912-DMN/boxes/DMN-19120425.txt,,0,3,5,2,0,0,2,0,0,,,,,,0,0,0,0,1,0,0,2,0,,,,,
b1d5abbc-8d23-5f34-9f38-c81970846b4b,1912-04-24,0,South Central,,Cleburne,1,,Tyler,2,,,2:00,,,,transcript/1912/1912-DMN/boxes/DMN-19120425.txt,,0,0,0,1,0,0,0,0,0,,,,,,0,0,2,0,0,0,0,0,0,,,,,
a0a98706-f7fd-5028-a677-8ba8a17f4db0,1912-04-25,0,South Central,,Texarkana,4,,Longview,5,,,2:10,,,,transcript/1912/1912-DMN/boxes/DMN-19120426.txt,,0,1,0,0,1,0,1,0,1,,,,,,0,0,0,0,1,0,1,0,3,,,,,
c0990eee-5834-5088-85dc-886f00b77f25,1912-04-25,0,South Central,,Paris,4,,Marshall,8,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120426.txt,,0,0,2,1,0,0,0,0,1,,,,,,0,3,1,2,0,0,0,2,x,,,,,
706f6d47-3b48-5642-8693-3837b07d4f9a,1912-04-25,0,South Central,,Cleburne,10,,Tyler,3,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120426.txt,,0,0,1,4,4,0,0,0,1,,,,,,0,0,1,0,1,0,0,0,0,,,,,
457b691f-79d9-51c2-9448-34b9fac0ddc6,1912-04-25,0,Texas-Oklahoma,,McKinney,2,,Denison,4,,2000,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120426.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,2,1,0,0,0,x,,,,,
d78f4aaf-c5b5-5e61-9660-e8f5fa711a3d,1912-04-25,0,Texas-Oklahoma,,Sherman,6,,Durant,0,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120426.txt,,0,0,0,4,0,0,0,2,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,
2e58fe6b-6a8e-58f2-ba40-ca989156657b,1912-04-25,0,Texas-Oklahoma,,Bonham,0,,Greenville,3,,,2:00,,,,transcript/1912/1912-DMN/boxes/DMN-19120426.txt,,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,2,,,,,,
270a34ec-8237-5f7a-9e42-755181adffa6,1912-04-25,0,Texas-Oklahoma,,Ardmore,,,Wichita Falls,,,,3:00,,,,transcript/1912/1912-DMN/boxes/DMN-19120426.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2b62379-4820-5fee-9710-f066e07d2aa5,1912-04-26,0,South Central,,Longview,1,,Cleburne,4,,,1:29,,,,transcript/1912/1912-DMN/boxes/DMN-19120427.txt,,0,0,1,0,0,0,0,0,0,,,,,,2,0,0,0,2,0,0,0,x,,,,,
e13daa23-c4e9-5e03-91a8-512749328643,1912-04-26,0,South Central,,Tyler,5,,Paris,12,,,2:15,,,,transcript/1912/1912-DMN/boxes/DMN-19120427.txt,,0,1,3,0,1,0,0,0,0,,,,,,2,2,0,0,7,0,1,0,x,,,,,
2ae1012a-fed3-5653-b3a0-47e29261efcd,1912-04-26,0,South Central,,Marshall,1,,Texarkana,1,,,1:50,,,,transcript/1912/1912-DMN/boxes/DMN-19120427.txt,,0,0,0,0,0,0,1,0,0,0,,,,,0,1,0,0,0,0,0,0,0,0,,,,
b0e115a8-7e87-5736-9571-785ce69016e0,1912-04-26,0,Texas-Oklahoma,,McKinney,,,Denison,,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120427.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7d707eb-864a-54be-a9b6-34dd80fba3c3,1912-04-26,0,Texas-Oklahoma,,Sherman,1,,Durant,2,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120427.txt,,0,0,0,0,1,0,0,0,0,,,,,,0,0,0,0,1,0,1,0,x,,,,,
a5ccfd2e-ad29-5583-b79c-74b5088f75cc,1912-04-26,0,Texas-Oklahoma,,Bonham,8,,Greenville,2,,,1:50,,,,transcript/1912/1912-DMN/boxes/DMN-19120427.txt,,0,2,4,0,1,0,1,0,0,,,,,,0,0,0,0,0,0,0,1,1,,,,,
2020318f-0b1b-5852-bc2b-81099c45be33,1912-04-26,0,Texas-Oklahoma,,Ardmore,3,,Wichita Falls,4,,,1:58,,,,transcript/1912/1912-DMN/boxes/DMN-19120427.txt,,0,0,0,0,0,3,0,0,0,0,,,,,0,0,1,0,1,0,0,0,1,1,,,,
cb903970-57af-5137-87ec-8e65ffe9c600,1912-04-27,0,South Central,,Longview,4,,Cleburne,2,,,2:05,,,,transcript/1912/1912-DMN/boxes/DMN-19120428.txt,,1,0,1,0,0,1,1,0,1,,,,,,0,2,0,0,0,0,0,0,0,,,,,
8d86e500-cdf7-5823-a47e-61268056b046,1912-04-27,0,South Central,,Tyler,11,,Paris,9,,,2:07,,,,transcript/1912/1912-DMN/boxes/DMN-19120428.txt,,0,4,0,0,0,1,2,0,4,,,,,,0,6,0,0,0,0,1,0,2,,,,,
a28b0034-f005-536b-847c-76ffe8c4f38b,1912-04-27,0,South Central,,Marshall,2,,Texarkana,4,,,1:35,,,,transcript/1912/1912-DMN/boxes/DMN-19120428.txt,,0,0,0,1,0,0,1,0,0,,,,,,0,0,1,0,0,2,1,0,x,,,,,
63574b62-5428-5cb4-be09-cf5fe4ab1c47,1912-04-27,0,Texas-Oklahoma,,McKinney,4,,Denison,8,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120428.txt,,2,1,1,0,0,0,0,0,0,,,,,,0,3,1,0,0,4,0,0,0,,,,,
859acacc-8487-5542-b507-f857b4d60b97,1912-04-27,0,Texas-Oklahoma,,Bonham,3,,Greenville,1,,,1:15,,,,transcript/1912/1912-DMN/boxes/DMN-19120428.txt,,2,1,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,0,0,,,,,
6907a061-e58b-5871-aba7-9909d67b24ec,1912-04-27,0,Texas-Oklahoma,,Durant,2,,Sherman,8,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120428.txt,,0,0,0,0,1,0,0,1,0,,,,,,0,1,0,0,0,6,1,0,x,,,,,
8b913c42-c0a1-5354-bfda-e71b5a63b182,1912-04-27,0,Texas-Oklahoma,,Ardmore,12,,Wichita Falls,5,,,2:15,,,,transcript/1912/1912-DMN/boxes/DMN-19120428.txt,,1,0,3,5,0,0,0,1,2,,,,,,0,0,4,0,0,0,0,1,0,,,,,
ba2c9335-29d2-5f09-815a-41ceeeaf7cd1,1912-04-29,0,South Central,,Tyler,2,,Cleburne,4,,,1:50,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,2,0,0,0,0,0,0,0,0,,,,,,0,0,2,0,0,0,2,0,x,,,,,
1e1fe4dc-41a8-5f1d-b9f5-dacccce996e3,1912-04-29,0,South Central,,Texarkana,1,,Marshall,2,,,1:15,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,1,0,0,0,0,0,,,,,,0,1,1,0,0,0,0,0,x,,,,,
f3a607b5-411e-5aa7-8965-257ebf0a5675,1912-04-29,0,South Central,,Longview,1,,Paris,1,,,1:45,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,,,
ce0d81a9-f813-5487-a0e2-91f36a1e80d6,1912-04-29,0,Texas-Oklahoma,,Denison,3,,Ardmore,2,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,1,0,0,0,0,0,1,0,0,1,,,,,2,0,0,0,0,0,0,0,0,0,,,,
6a2fbc66-63f3-56c8-8337-521719773678,1912-04-29,0,Texas-Oklahoma,,McKinney,3,,Bonham,9,,,2:15,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,2,0,0,0,0,0,1,0,,,,,,0,0,0,3,1,0,3,2,x,,,,,
280ba6b3-06ba-5fc7-a249-64407a231a72,1912-04-29,0,Texas-Oklahoma,,Greenville,1,,Sherman,7,,,1:40,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,0,1,0,0,0,,,,,,1,4,0,0,0,1,1,0,x,,,,,
6130f32e-8635-50f3-ba64-ca0a8475eae2,1912-04-29,0,Texas-Oklahoma,,Durant,2,,Wichita Falls,7,,,1:50,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,0,2,0,0,0,,,,,,0,1,1,0,0,3,0,2,x,,,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,Oklahoma State,,Oklahoma City,7,,Anadarko,1,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,1,0,0,0,0,0,0,0,6,,,,,,0,0,0,0,0,0,0,1,0,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Oklahoma State,,Tulsa,8,,Guthrie,11,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,1,1,6,0,0,0,0,0,,,,,,1,2,1,2,2,0,3,0,x,,,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,Oklahoma State,,McAlester,5,,Holdenville,0,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,0,0,0,5,0,0,,,,,,0,0,0,2,2,2,0,0,0,,,,,
26548ddd-391c-5cba-9d95-e2b54eb13b2c,1912-04-30,0,Oklahoma State,,Muskogee,0,,Okmulgee,5,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,0,0,0,0,0,0,,,,,,2,2,1,0,0,0,0,0,0,,,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,South Central,,Tyler,6,,Cleburne,7,,,1:55,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,"Dallas Morning News, 1912-05-01",0,0,0,0,2,1,0,3,0,,,,,,0,1,0,1,0,2,0,0,3,,,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,South Central,,Texarkana,5,,Marshall,2,,,1:40,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,1,0,0,0,4,0,0,0,0,,,,,,2,0,0,0,0,0,0,0,0,,,,,
67b64043-3ac3-5fcb-ade7-35d9bcedf587,1912-04-30,0,South Central,,Longview,8,,Paris,5,,,2:20,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,3,0,0,0,0,2,0,0,0,3,,,,0,0,1,2,0,1,0,1,0,0,1,,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,South Central,,Greenville,2,,Sherman,10,,,1:50,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,1,0,1,0,0,0,0,,,,,,0,3,0,0,4,0,0,3,x,,,,,
02f05f8f-b501-5186-bcb6-c60e53e9e67e,1912-04-30,0,Texas-Oklahoma,,Denison,1,,Ardmore,4,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,0,0,1,0,0,0,,,,,,0,0,0,1,0,2,1,0,x,,,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Texas-Oklahoma,,McKinney,0,,Bonham,9,,,2:00,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,0,0,0,0,0,0,,,,,,5,0,1,0,1,0,2,0,x,,,,,
5e66493e-ffc8-5ef1-89d8-89c10b0295a8,1912-04-30,0,Texas-Oklahoma,,Durant,4,,Wichita Falls,6,,,1:40,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,4,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,5,0,0,0,x,,,,,
619d7c0f-3359-562b-b9ca-d47a5ede016c,1912-05-01,0,Oklahoma State,,Oklahoma City,1,,Anadarko,10,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,1,0,0,0,0,0,0,0,,,,,,1,0,1,0,2,2,2,2,x,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Oklahoma State,,Tulsa,13,,Guthrie,12,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,5,3,0,2,0,3,0,0,0,,,,,,1,1,0,7,0,2,0,0,0,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Oklahoma State,,McAlester,6,,Holdenville,13,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,1,0,0,2,0,1,0,2,0,,,,,,0,0,0,2,0,3,0,8,0,,,,,
ca2831d3-d650-5244-802a-c7cfea8fbbe5,1912-05-01,0,Oklahoma State,,Muskogee,1,,Okmulgee,15,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,1,0,0,0,0,0,0,0,0,,,,,,2,0,1,2,6,1,2,0,1,,,,,
